BOWLING_ODIs_Mat,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BATTING_ODIs_Mat,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_ODIs_4s,BATTING_ODIs_6s,BATTING_ODIs_Ct,BATTING_ODIs_St,Playing role,NAME,COUNTRY,ID
11.0,198,169,2,84.5,5.12,99,0,0,11.0,2,80,36,16,131,61.06,0,0,5,2,4.0,0.0,Middle-order batsman,Hammad Azam,Pakistan,384518
22.0,-,-,-,-,-,-,-,-,22.0,3,1107,128,58.26,1360,81.39,5,5,77,11,4.0,0.0,Top-order batsman,Imam-ul-Haq,Pakistan,568276
37.0,1593,1202,30,40.06,4.52,53.1,0,1,37.0,12,598,63*,46,575,104,0,4,48,12,9.0,0.0,Allrounder,Imad Wasim,Pakistan,227758
2.0,30,25,1,25,5,30,0,0,2.0,1,3,3*,-,2,150,0,0,0,0,1.0,0.0,Allrounder,Ijaz Ahmed,Pakistan,40553
2.0,60,49,1,49,4.9,60,0,0,2.0,0,8,5,4,31,25.8,0,0,1,0,1.0,0.0,Middle-order batsman,Iftikhar Ahmed,Pakistan,480603
71.0,3325,2896,104,27.84,5.22,31.9,4,0,71.0,15,63,25,4.84,119,52.94,0,0,4,1,7.0,0.0,Bowler,Junaid Khan,Pakistan,259551
95.0,860,636,17,37.41,4.43,50.5,0,0,95.0,11,2457,133*,30.33,3889,63.17,2,14,239,0,27.0,0.0,Top-order batsman,Javeria Khan,Pakistan,346680
1.0,-,-,-,-,-,-,-,-,1.0,0,12,12,12,23,52.17,0,0,1,0,1.0,0.0,Wicketkeeper batsman,Javed Qadeer,Pakistan,40880
7.0,-,-,-,-,-,-,-,-,7.0,0,236,83,33.71,375,62.93,0,3,21,0,3.0,0.0,Opening batsman,Khurram Manzoor,Pakistan,41140
5.0,-,-,-,-,-,-,-,-,5.0,0,147,64,29.4,228,64.47,0,1,13,0,1.0,0.0,Top-order batsman,Khalid Latif,Pakistan,41046
2.0,102,67,3,22.33,3.94,34,0,0,2.0,1,28,28*,-,21,133.33,0,0,2,0,0.0,0.0,Allrounder,Kamran Hussain,Pakistan,41058
157.0,-,-,-,-,-,-,-,-,157.0,14,3236,124,26.09,3855,83.94,5,10,378,37,157.0,31.0,Wicketkeeper batsman,Kamran Akmal,Pakistan,41028
3.0,122,146,4,36.5,7.18,30.5,0,0,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,Bowler,Mohammad Talha,Pakistan,227771
87.0,4284,3567,121,29.47,4.99,35.4,3,1,87.0,19,314,46,11.62,490,64.08,0,0,16,10,19.0,0.0,Bowler,Mohammad Sami,Pakistan,41324
7.0,-,-,-,-,-,-,-,-,7.0,1,22,19*,11,39,56.41,0,0,2,0,8.0,2.0,Wicketkeeper batsman,Mohammad Salman,Pakistan,41481
28.0,-,-,-,-,-,-,-,-,28.0,7,474,75*,27.88,543,87.29,0,3,40,5,29.0,0.0,Batsman,Mohammad Rizwan,Pakistan,323389
14.0,675,583,16,36.43,5.18,42.1,1,0,14.0,3,199,53,22.11,213,93.42,0,1,15,3,4.0,0.0,Allrounder,Mohammad Nawaz,Pakistan,348148
60.0,3109,2549,83,30.71,4.91,37.4,2,0,60.0,21,48,12,4,149,32.21,0,0,5,2,11.0,0.0,Bowler,Mohammad Irfan,Pakistan,429981
208.0,7469,5138,137,37.5,4.12,54.5,1,0,208.0,15,6302,140*,32.99,8290,76.01,11,36,640,102,79.0,0.0,Allrounder,Mohammad Hafeez,Pakistan,41434
38.0,1941,1524,46,33.13,4.71,42.1,0,0,38.0,7,34,6,3.77,100,34,0,0,2,0,5.0,0.0,Bowler,Mohammad Asif,Pakistan,41411
50.0,2473,1971,60,32.85,4.78,41.2,1,0,50.0,9,352,73*,19.55,430,81.86,0,2,31,8,6.0,0.0,Bowler,Mohammad Amir,Pakistan,290948
23.0,989,790,19,41.57,4.79,52,0,0,23.0,7,14,7*,7,34,41.17,0,0,1,0,8.0,0.0,Bowler,Mohammad Akram,Pakistan,41282
1.0,60,44,1,44,4.4,60,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Mohammad Abbas,Pakistan,389666
162.0,24,30,0,-,7.5,-,0,0,162.0,31,5122,96*,43.4,6945,73.75,0,42,342,83,66.0,0.0,Middle-order batsman,Misbah-ul-Haq,Pakistan,41378
1.0,48,44,1,44,5.5,48,0,0,1.0,0,5,5,5,10,50,0,0,0,0,0.0,0.0,Allrounder,Mansoor Amjad,Pakistan,41963
1.0,-,-,-,-,-,-,-,-,1.0,0,1,1,1,6,16.66,0,0,0,0,0.0,0.0,Allrounder,Mahmood Hamid,Pakistan,41259
68.0,2705,1791,63,28.42,3.97,42.9,2,0,68.0,3,875,87,15.08,1449,60.38,0,4,75,5,22.0,0.0,Bowling allrounder,Nida Dar,Pakistan,333355
1.0,-,-,-,-,-,-,-,-,1.0,0,5,5,5,4,125,0,0,1,0,0.0,0.0,Top-order batsman,Naumanullah,Pakistan,42059
48.0,-,-,-,-,-,-,-,-,48.0,3,1418,112,31.51,1881,75.38,3,8,150,19,13.0,0.0,Opening batsman,Nasir Jamshed,Pakistan,42321
24.0,1218,855,32,26.71,4.21,38,1,0,24.0,6,18,6,2.57,154,11.68,0,0,1,0,8.0,0.0,Bowler,Nashra Sandhu,Pakistan,941803
1.0,60,59,0,-,5.9,-,0,0,1.0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,Bowler,Najaf Shah,Pakistan,42160
51.0,36,18,1,18,3,36,0,0,51.0,2,1003,79,22.28,1688,59.41,0,5,109,2,15.0,0.0,Opening batsman,Nahida Khan,Pakistan,361854
2.0,42,52,0,-,7.42,-,0,0,2.0,1,24,16,24,43,55.81,0,0,2,0,0.0,0.0,Allrounder,Naeem Ashraf,Pakistan,42051
62.0,2949,2566,71,36.14,5.22,41.5,3,1,62.0,11,399,59,13.75,458,87.11,0,1,44,6,15.0,0.0,Bowler,Sohail Tanvir,Pakistan,43265
13.0,666,597,19,31.42,5.37,35,0,1,13.0,1,25,7,5,51,49.01,0,0,2,0,3.0,0.0,Bowler,Sohail Khan,Pakistan,317252
26.0,54,42,1,42,4.66,54,0,0,26.0,2,735,89*,31.95,881,83.42,0,5,58,16,9.0,0.0,Middle-order batsman,Sohaib Maqsood,Pakistan,43266
280.0,7874,6112,156,39.17,4.65,50.4,1,0,280.0,40,7390,143,35.02,9039,81.75,9,43,595,112,96.0,0.0,Middle-order batsman,Shoaib Malik,Pakistan,42657
163.0,7764,6169,247,24.97,4.76,31.4,6,4,163.0,40,394,43,8.95,538,73.23,0,0,27,12,20.0,0.0,Bowler,Shoaib Akhtar,Pakistan,42655
25.0,-,-,-,-,-,-,-,-,25.0,0,812,152,32.48,716,113.4,1,6,104,28,6.0,0.0,Opening batsman,Sharjeel Khan,Pakistan,227762
1.0,-,-,-,-,-,-,-,-,1.0,0,40,40,40,62,64.51,0,0,5,0,0.0,0.0,Opening batsman,Shan Masood,Pakistan,233901
3.0,-,-,-,-,-,-,-,-,3.0,0,100,50,33.33,113,88.49,0,1,13,2,0.0,0.0,Opening batsman,Shahzaib Hasan,Pakistan,370846
398.0,17670,13632,395,34.51,4.62,44.7,4,9,398.0,27,8064,124,23.57,6892,117,6,39,730,351,127.0,0.0,Allrounder,Shahid Afridi,Pakistan,42639
10.0,461,368,19,19.36,4.78,24.2,2,0,10.0,3,15,14*,15,28,53.57,0,0,0,1,1.0,0.0,Bowler,Shaheen Afridi,Pakistan,1072470
34.0,1627,1304,47,27.74,4.8,34.6,3,0,34.0,6,294,54,29.4,452,65.04,0,3,16,4,7.0,0.0,Allrounder,Shadab Khan,Pakistan,922943
101.0,12,15,0,-,7.5,-,0,0,101.0,17,1942,105,32.91,2253,86.19,2,9,148,10,98.0,23.0,Wicketkeeper batsman,Sarfaraz Ahmed,Pakistan,227760
169.0,8770,6275,288,21.78,4.29,30.4,11,6,169.0,38,711,37*,11.85,1434,49.58,0,0,45,4,40.0,0.0,Bowler,Saqlain Mushtaq,Pakistan,42628
115.0,5672,3481,141,24.68,3.68,40.2,6,1,115.0,19,1599,52,18.37,3729,42.88,0,3,119,1,39.0,0.0,Bowler,Sana Mir,Pakistan,220668
4.0,-,-,-,-,-,-,-,-,4.0,0,78,45,19.5,117,66.66,0,0,9,0,0.0,0.0,Opening batsman,Sami Aslam,Pakistan,547079
2.0,120,115,0,-,5.75,-,0,0,2.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Samiullah Khan,Pakistan,43235
78.0,69,90,0,-,7.82,-,0,0,78.0,4,2725,136,36.82,3572,76.28,8,14,343,7,20.0,0.0,Batsman,Salman Butt,Pakistan,42683
9.0,463,464,14,33.14,6.01,33,0,0,9.0,1,27,16,9,24,112.5,0,0,5,0,2.0,0.0,Bowler,Rumman Raees,Pakistan,448243
48.0,6,10,0,-,10,-,0,0,48.0,4,1579,135,36.72,2214,71.31,4,9,162,9,10.0,0.0,Opening batsman,Saleem Elahi,Pakistan,42620
1.0,24,26,0,-,6.5,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,1.0,0.0,Allrounder,Rizwan Ahmed,Pakistan,42430
1.0,60,68,1,68,6.8,60,0,0,1.0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,Bowler,Raza Hasan,Pakistan,343548
4.0,-,-,-,-,-,-,-,-,4.0,0,65,31,16.25,131,49.61,0,0,7,0,2.0,0.0,Middle-order batsman,Saeed Azad,Pakistan,42607
113.0,6000,4182,184,22.72,4.18,32.6,6,2,113.0,24,324,33,7.04,535,60.56,0,0,25,0,25.0,0.0,Bowler,Saeed Ajmal,Pakistan,42699
14.0,679,658,18,36.55,5.81,37.7,0,0,14.0,4,8,6*,2.66,37,21.62,0,0,0,0,1.0,0.0,Bowler,Rahat Ali,Pakistan,323244
3.0,36,46,0,-,7.66,-,0,0,3.0,1,99,77*,49.5,124,79.83,0,1,9,1,0.0,0.0,Allrounder,Saad Nasim,Pakistan,317248
2.0,60,83,2,41.5,8.3,30,0,0,2.0,0,18,18,18,12,150,0,0,1,2,1.0,0.0,Bowler,Tanvir Ahmed,Pakistan,43307
12.0,486,402,23,17.47,4.96,21.1,2,1,12.0,0,0,0,0,1,0,0,0,0,0,3.0,0.0,Bowler,Usman Shinwari,Pakistan,697279
2.0,-,-,-,-,-,-,-,-,2.0,0,13,8,6.5,28,46.42,0,0,0,0,1.0,0.0,Middle-order batsman,Usman Salahuddin,Pakistan,260519
130.0,6064,5253,179,29.34,5.19,33.8,4,2,130.0,18,457,39,9.72,642,71.18,0,0,36,14,17.0,0.0,Bowler,Umar Gul,Pakistan,43524
16.0,42,24,0,-,3.42,-,0,0,16.0,1,271,59,18.06,392,69.13,0,1,28,2,6.0,0.0,Top-order batsman,Umar Amin,Pakistan,288211
117.0,-,-,-,-,-,-,-,-,117.0,17,3092,102*,34.74,3592,86.08,2,20,260,53,77.0,13.0,Middle-order batsman,Umar Akmal,Pakistan,317273
2.0,18,19,0,-,6.33,-,0,0,2.0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,Top-order batsman,Umaima Sohail,Pakistan,941777
79.0,3695,3503,102,34.34,5.68,36.2,4,1,79.0,13,589,54*,13.69,715,82.37,0,2,46,21,23.0,0.0,Bowler,Wahab Riaz,Pakistan,43590
9.0,423,377,10,37.7,5.34,42.3,1,0,9.0,4,10,4,3.33,45,22.22,0,0,0,0,0.0,0.0,Bowler,Amila Aponso,Sri Lanka,429748
8.0,426,363,9,40.33,5.11,47.3,0,0,8.0,4,6,5*,-,9,66.66,0,0,1,0,1.0,0.0,Bowler,Ishara Amerasinghe,Sri Lanka,48139
265.0,284,288,3,96,6.08,94.6,0,0,265.0,23,7249,144,31.24,9628,75.29,7,48,578,56,135.0,0.0,Middle-order batsman,Younis Khan,Pakistan,43652
20.0,1011,863,19,45.42,5.12,53.2,1,1,20.0,3,102,32*,17,114,89.47,0,0,9,1,5.0,0.0,Bowler,Yasir Shah,Pakistan,43685
330.0,5880,4778,106,45.07,4.87,55.4,3,0,330.0,41,10290,161*,39.27,11933,86.23,22,47,1111,55,123.0,1.0,Allrounder,Tillakaratne Dilshan,Sri Lanka,48472
52.0,-,-,-,-,-,-,-,-,52.0,1,1571,116,32.72,1679,93.56,2,9,182,12,38.0,9.0,Wicketkeeper batsman,Niroshan Dickwella,Sri Lanka,429754
141.0,7009,4998,138,36.21,4.27,50.7,1,0,141.0,33,1222,69*,22.62,1879,65.03,0,4,63,2,34.0,0.0,Allrounder,Kumar Dharmasena,Sri Lanka,48469
9.0,259,296,9,32.88,6.85,28.7,0,0,9.0,1,63,22,10.5,71,88.73,0,0,5,2,4.0,0.0,Bowler,Wanindu Hasaranga,Sri Lanka,784379
7.0,316,256,5,51.2,4.86,63.2,0,0,7.0,1,94,44,15.66,112,83.92,0,0,10,0,4.0,0.0,Allrounder,Chaturanga de Silva,Sri Lanka,345825
146.0,-,-,-,-,-,-,-,-,146.0,21,3599,111,32.42,4855,74.12,4,22,245,39,59.0,7.0,Wicketkeeper batsman,Dinesh Chandimal,Sri Lanka,300628
32.0,654,584,15,38.93,5.35,43.6,0,0,32.0,4,681,84,26.19,877,77.65,0,4,70,8,19.0,0.0,Allrounder,Dhananjaya de Silva,Sri Lanka,465793
23.0,895,796,19,41.89,5.33,47.1,0,0,23.0,7,93,19*,13.28,150,62,0,0,7,0,4.0,0.0,Bowler,Dushmantha Chameera,Sri Lanka,552152
4.0,-,-,-,-,-,-,-,-,4.0,4,9,6*,-,80,11.25,0,0,0,0,4.0,3.0,Wicketkeeper,Dumila Dedunu,Sri Lanka,225585
34.0,1653,1423,48,29.64,5.16,34.4,2,2,34.0,5,283,50*,13.47,410,69.02,0,1,24,3,14.0,0.0,Allrounder,Akila Dananjaya,Sri Lanka,574178
19.0,716,686,21,32.66,5.74,34,0,0,19.0,8,34,12*,11.33,64,53.12,0,0,4,0,5.0,0.0,Bowler,Shaminda Eranga,Sri Lanka,267414
3.0,42,41,0,-,5.85,-,0,0,3.0,0,5,5,2.5,41,12.19,0,0,0,0,0.0,0.0,Allrounder,Sumudu Fernando,Sri Lanka,224800
5.0,-,-,-,-,-,-,-,-,5.0,0,71,29,14.2,79,89.87,0,0,12,1,2.0,0.0,Opening batsman,Avishka Fernando,Sri Lanka,784369
17.0,700,586,15,39.06,5.02,46.6,0,1,17.0,6,29,14*,7.25,59,49.15,0,0,0,0,3.0,0.0,Allrounder,Charitha Buddhika,Sri Lanka,48844
8.0,297,337,5,67.4,6.8,59.4,0,0,8.0,6,30,7*,15,61,49.18,0,0,3,0,0.0,0.0,Bowler,Vishwa Fernando,Sri Lanka,465783
7.0,234,159,6,26.5,4.07,39,0,0,7.0,3,43,23*,21.5,72,59.72,0,0,4,1,2.0,0.0,Allrounder,Hasantha Fernando,Sri Lanka,48967
147.0,6507,5648,187,30.2,5.2,34.7,3,1,147.0,35,239,20,9.19,392,60.96,0,0,19,2,27.0,0.0,Bowler,Dilhara Fernando,Sri Lanka,48835
5.0,12,16,0,-,8,-,0,0,5.0,0,127,49,25.4,189,67.19,0,0,15,2,0.0,0.0,Batsman,Oshada Fernando,Sri Lanka,366725
34.0,1556,1591,38,41.86,6.13,40.9,0,0,34.0,10,27,7,5.4,63,42.85,0,0,2,1,6.0,0.0,Bowler,Nuwan Pradeep,Sri Lanka,324358
1.0,12,22,0,-,11,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Asitha Fernando,Sri Lanka,786925
36.0,294,288,6,48,5.87,49,0,0,36.0,1,1102,116,32.41,1301,84.7,1,8,110,15,12.0,0.0,Allrounder,Danushka Gunathilaka,Sri Lanka,345821
31.0,834,723,22,32.86,5.2,37.9,0,0,31.0,4,575,114*,27.38,724,79.41,1,1,50,6,10.0,0.0,Batsman,Asela Gunaratne,Sri Lanka,360456
4.0,66,88,2,44,8,33,0,0,4.0,0,7,7,3.5,9,77.77,0,0,1,0,1.0,0.0,Allrounder,Akalanka Ganegama,Sri Lanka,49008
9.0,402,392,9,43.55,5.85,44.6,1,0,9.0,3,4,3,2,27,14.81,0,0,0,0,2.0,0.0,Bowler,Lahiru Gamage,Sri Lanka,268845
4.0,132,104,3,34.66,4.72,44,0,0,4.0,2,8,7*,-,9,88.88,0,0,0,0,2.0,0.0,Bowler,Janak Gamage,Sri Lanka,48995
3.0,95,83,2,41.5,5.24,47.5,0,0,3.0,1,3,2*,3,10,30,0,0,0,0,2.0,0.0,Bowler,Dharshana Gamage,Sri Lanka,49121
71.0,3242,2362,74,31.91,4.37,43.8,1,0,71.0,15,140,17*,9.33,217,64.51,0,0,10,2,14.0,0.0,Bowler,Rangana Herath,Sri Lanka,49178
448.0,593,563,8,70.37,5.69,74.1,0,0,448.0,39,12650,144,33.37,16020,78.96,19,77,1119,76,218.0,0.0,Batsman,Mahela Jayawardene,Sri Lanka,49289
445.0,14874,11871,323,36.75,4.78,46,8,4,445.0,18,13430,189,32.36,14725,91.2,28,68,1500,270,123.0,0.0,Allrounder,Sanath Jayasuriya,Sri Lanka,49209
2.0,96,95,0,-,5.93,-,0,0,2.0,1,11,11*,11,13,84.61,0,0,1,0,0.0,0.0,Bowler,Prabath Jayasuriya,Sri Lanka,422871
9.0,174,150,2,75,5.17,87,0,0,9.0,1,83,31,13.83,151,54.96,0,0,5,0,1.0,0.0,Batting allrounder,Shehan Jayasuriya,Sri Lanka,422965
1.0,36,21,1,21,3.5,36,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Pradeep Jeyapragash,Sri Lanka,49344
8.0,310,396,8,49.5,7.66,38.7,0,0,8.0,3,16,7*,8,37,43.24,0,0,2,0,2.0,0.0,Bowler,Lahiru Kumara,Sri Lanka,784375
184.0,8263,6751,199,33.92,4.9,41.5,4,1,184.0,37,1327,73,15.43,1629,81.46,0,4,95,39,46.0,0.0,Bowler,Nuwan Kulasekara,Sri Lanka,49535
4.0,78,80,0,-,6.15,-,0,0,4.0,0,38,19,12.66,72,52.77,0,0,0,0,1.0,0.0,Allrounder,Kosala Kulasekara,Sri Lanka,49477
1.0,36,25,0,-,4.16,-,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,Bowler,Tharindu Kaushal,Sri Lanka,465797
17.0,10,11,0,-,6.6,-,0,0,17.0,1,190,60,15.83,276,68.84,0,1,14,0,4.0,0.0,Opening batsman,Dimuth Karunaratne,Sri Lanka,227772
102.0,264,225,2,112.5,5.11,132,0,0,102.0,7,1624,95,21.09,2254,72.04,0,8,117,28,31.0,0.0,Middle-order batsman,Chamara Kapugedera,Sri Lanka,209457
31.0,1437,1214,36,33.72,5.06,39.9,0,1,31.0,2,280,56,17.5,382,73.29,0,1,28,1,7.0,0.0,Bowler,Suraj Randiv,Sri Lanka,50438
7.0,300,254,8,31.75,5.08,37.5,0,0,7.0,1,7,4,7,12,58.33,0,0,0,0,0.0,0.0,Bowler,Chamila Gamage,Sri Lanka,49598
81.0,3686,3321,105,31.62,5.4,35.1,3,0,81.0,19,205,26,8.2,367,55.85,0,0,14,2,19.0,0.0,Bowler,Suranga Lakmal,Sri Lanka,49619
350.0,18811,12326,534,23.08,3.93,35.2,15,10,350.0,63,674,33*,6.8,869,77.56,0,0,50,12,130.0,0.0,Bowler,Muttiah Muralitharan,Sri Lanka,49636
2.0,-,-,-,-,-,-,-,-,2.0,0,15,11,7.5,29,51.72,0,0,2,0,2.0,0.0,Opening batsman,Dilshan Munaweera,Sri Lanka,304735
2.0,84,79,1,79,5.64,84,0,0,2.0,1,17,9,17,38,44.73,0,0,1,0,0.0,0.0,Allrounder,Kamindu Mendis,Sri Lanka,784373
1.0,-,-,-,-,-,-,-,-,1.0,1,3,3*,-,2,150,0,0,0,0,2.0,0.0,Middle-order batsman,Chaminda Mendis,Sri Lanka,49631
54.0,1337,1134,28,40.5,5.08,47.7,0,0,54.0,10,604,72,20.13,710,85.07,0,1,46,11,13.0,0.0,Allrounder,Jeevan Mendis,Sri Lanka,49700
62.0,20,28,0,-,8.4,-,0,0,62.0,2,1626,102,28.03,1917,84.82,1,14,171,25,30.0,0.0,Wicketkeeper batsman,Kusal Mendis,Sri Lanka,629074
87.0,4154,3324,152,21.86,4.8,27.3,7,3,87.0,19,188,21*,8.17,263,71.48,0,0,16,2,15.0,0.0,Bowler,Ajantha Mendis,Sri Lanka,268739
203.0,5071,3901,114,34.21,4.61,44.4,1,1,203.0,46,5380,139*,42.36,6451,83.39,2,37,421,84,50.0,0.0,Allrounder,Angelo Mathews,Sri Lanka,49764
218.0,10508,9349,322,29.03,5.33,32.6,10,8,218.0,35,550,56,7.05,727,75.65,0,1,43,21,31.0,0.0,Bowler,Lasith Malinga,Sri Lanka,49758
109.0,4640,3789,135,28.06,4.89,34.3,4,2,109.0,18,1113,69*,19.52,1294,86.01,0,2,89,25,26.0,0.0,Allrounder,Farveez Maharoof,Sri Lanka,49638
1.0,37,26,3,8.66,4.21,12.3,0,0,1.0,0,7,7,7,6,116.66,0,0,1,0,0.0,0.0,Bowler,Shehan Madushanka,Sri Lanka,1043681
12.0,480,358,5,71.6,4.47,96,0,0,12.0,4,21,8*,10.5,62,33.87,0,0,3,0,3.0,0.0,Bowler,Ranjith Madurasinghe,Sri Lanka,49624
2.0,114,105,1,105,5.52,114,0,0,2.0,0,11,8,5.5,26,42.3,0,0,0,1,2.0,0.0,Allrounder,Malinda Pushpakumara,Sri Lanka,50205
3.0,30,21,0,-,4.2,-,0,0,3.0,1,7,7*,-,19,36.84,0,0,0,0,0.0,0.0,Allrounder,Muthumudalige Pushpakumara,Sri Lanka,49868
23.0,265,233,5,46.6,5.27,53,0,0,23.0,2,420,74,23.33,522,80.45,0,2,47,3,7.0,0.0,Allrounder,Ashan Priyanjan,Sri Lanka,233802
40.0,1945,1767,32,55.21,5.45,60.7,0,0,40.0,3,421,95,12.38,445,94.6,0,2,29,26,7.0,0.0,Allrounder,Seekkuge Prasanna,Sri Lanka,268740
24.0,1015,976,32,30.5,5.76,31.7,0,0,24.0,6,129,31*,21.5,146,88.35,0,0,9,3,1.0,0.0,Bowler,Dhammika Prasad,Sri Lanka,50163
19.0,888,820,19,43.15,5.54,46.7,0,0,19.0,2,8,4*,1.6,18,44.44,0,0,0,0,2.0,0.0,Bowler,Ruchira Perera,Sri Lanka,49870
2.0,-,-,-,-,-,-,-,-,2.0,0,33,33,16.5,58,56.89,0,0,2,0,1.0,0.0,Middle-order batsman,Priyamal Perera,Sri Lanka,653033
153.0,5391,5267,169,31.16,5.86,31.8,5,4,153.0,16,2147,140,20.64,1911,112.34,1,10,165,80,58.0,0.0,Allrounder,Thisara Perera,Sri Lanka,233514
88.0,-,-,-,-,-,-,-,-,88.0,5,2283,135,29.26,2515,90.77,4,11,246,47,32.0,2.0,Wicketkeeper batsman,Kusal Perera,Sri Lanka,300631
13.0,456,409,13,31.46,5.38,35,0,0,13.0,0,152,30,12.66,199,76.38,0,0,13,3,2.0,0.0,Allrounder,Dilruwan Perera,Sri Lanka,49920
5.0,36,33,0,-,5.5,-,0,0,5.0,0,39,31,13,58,67.24,0,0,3,0,1.0,0.0,Allrounder,Angelo Perera,Sri Lanka,300629
18.0,765,720,15,48,5.64,51,0,0,18.0,1,332,56,25.53,383,86.68,0,1,33,5,4.0,0.0,Allrounder,Sachith Pathirana,Sri Lanka,212756
95.0,24,26,0,-,6.5,-,0,0,95.0,16,1342,84,19.17,2786,48.16,0,3,105,1,45.0,24.0,Wicketkeeper batsman,Dilani Manodara,Sri Lanka,272623
26.0,589,530,9,58.88,5.39,65.4,0,0,26.0,1,513,66,23.31,521,98.46,0,3,39,13,5.0,0.0,Allrounder,Milinda Siriwardana,Sri Lanka,222354
75.0,42,33,1,33,4.71,42,0,0,75.0,7,1587,107*,28.85,2254,70.4,1,13,139,10,20.0,0.0,Batsman,Chamara Silva,Sri Lanka,50431
6.0,215,239,5,47.8,6.66,43,0,0,6.0,1,0,0*,0,10,0,0,0,0,0,1.0,0.0,Bowler,Kasun Rajitha,Sri Lanka,499594
1.0,48,55,0,-,6.87,-,0,0,1.0,1,1,1*,-,1,100,0,0,0,0,0.0,0.0,Bowler,Jayantha Silva,Sri Lanka,50429
19.0,216,219,7,31.28,6.08,30.8,0,1,19.0,1,327,66,21.8,286,114.33,0,2,26,18,2.0,0.0,Allrounder,Dasun Shanaka,Sri Lanka,437316
49.0,2358,1874,53,35.35,4.76,44.4,1,0,49.0,11,290,42,13.18,311,93.24,0,0,31,6,19.0,0.0,Bowler,Sachithra Senanayake,Sri Lanka,273439
404.0,-,-,-,-,-,-,-,-,404.0,41,14234,169,41.98,18048,78.86,25,93,1385,88,402.0,99.0,Wicketkeeper batsman,Kumar Sangakkara,Sri Lanka,50710
20.0,901,969,17,57,6.45,53,1,0,20.0,4,31,6,4.42,87,35.63,0,0,1,0,7.0,0.0,Bowler,Lakshan Sandakan,Sri Lanka,429738
6.0,-,-,-,-,-,-,-,-,6.0,0,132,54,22,151,87.41,0,1,17,0,1.0,0.0,Wicketkeeper batsman,Sadeera Samarawickrama,Sri Lanka,629076
53.0,702,542,11,49.27,4.63,63.8,0,0,53.0,11,862,105*,27.8,1244,69.29,2,0,76,0,17.0,0.0,Batsman,Thilan Samaraweera,Sri Lanka,50424
38.0,1676,1393,50,27.86,4.98,33.5,0,1,38.0,6,392,54*,18.66,424,92.45,0,1,32,9,4.0,0.0,Bowler,Thilan Thushara,Sri Lanka,49677
117.0,104,94,3,31.33,5.42,34.6,0,0,117.0,12,2946,139*,34.65,4130,71.33,4,20,227,24,37.0,0.0,Top-order batsman,Lahiru Thirimanne,Sri Lanka,301236
235.0,-,-,-,-,-,-,-,-,235.0,17,6951,174*,33.74,9155,75.92,15,37,798,52,50.0,0.0,Batsman,Upul Tharanga,Sri Lanka,50747
12.0,564,481,12,40.08,5.11,47,1,0,12.0,1,49,15,7,86,56.97,0,0,3,1,2.0,0.0,Bowler,Eric Upashantha,Sri Lanka,50791
9.0,-,-,-,-,-,-,-,-,9.0,0,257,73,28.55,383,67.1,0,2,25,3,0.0,0.0,Batsman,Mahela Udawatte,Sri Lanka,50802
5.0,174,186,2,93,6.41,87,0,0,5.0,1,110,78,55,95,115.78,0,1,10,5,0.0,0.0,Allrounder,Isuru Udana,Sri Lanka,328026
6.0,12,17,0,-,8.5,-,0,0,6.0,1,75,27,15,90,83.33,0,0,11,0,2.0,0.0,Middle-order batsman,Kithuruwan Vithanage,Sri Lanka,342616
10.0,457,433,15,28.86,5.68,30.4,0,1,10.0,2,4,2*,4,9,44.44,0,0,0,0,2.0,0.0,Bowler,Chanaka Welegedara,Sri Lanka,51019
7.0,-,-,-,-,-,-,-,-,7.0,0,73,34,10.42,102,71.56,0,0,6,0,1.0,2.0,Wicketkeeper,Rebeca Vandort,Sri Lanka,631721
11.0,449,430,10,43,5.74,44.9,0,0,11.0,1,71,25,11.83,166,42.77,0,0,3,0,1.0,0.0,Bowler,Jeffrey Vandersay,Sri Lanka,370040
2.0,60,49,1,49,4.9,60,0,0,2.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Sajeewa Weerakoon,Sri Lanka,50914
3.0,-,-,-,-,-,-,-,-,3.0,0,73,58,24.33,66,110.6,0,1,9,1,2.0,0.0,Wicketkeeper batsman,Sandun Weerakkody,Sri Lanka,499592
